cust_id-1;cripto_acc_status_id;CRIPTO_ACC_CREATED_DT_4GMT
200402;disabled;2021-12-18 13:18:12
263129;disabled;2021-12-18 14:40:39
247459;disabled;2021-12-18 15:18:09
205057;disabled;2021-12-18 15:35:33
258996;disabled;2021-12-18 17:24:33
261666;disabled;2021-12-18 18:20:45
153961;disabled;2021-12-18 20:59:18
160985;disabled;2021-12-19 00:59:46
254607;disabled;2021-12-19 05:13:14
211935;disabled;2021-12-19 09:37:40
35931;disabled;2021-12-19 09:45:19
240152;disabled;2021-12-19 10:47:23
257383;disabled;2021-12-19 12:25:23
199236;disabled;2021-12-19 12:48:51
258052;disabled;2021-12-19 18:18:40
199657;disabled;2021-12-19 19:24:13
206806;disabled;2021-12-19 23:18:24
248765;disabled;2021-12-20 00:17:47
153539;disabled;2021-12-20 08:49:43
106187;disabled;2021-12-20 18:03:47
225704;disabled;2021-12-20 20:49:39
227780;disabled;2021-12-20 20:57:25
252748;disabled;2021-12-20 21:19:39
262756;disabled;2021-12-21 08:45:00
30269;disabled;2021-12-21 10:14:32
262066;disabled;2021-12-21 19:33:46
235425;disabled;2021-12-21 20:04:18
227289;disabled;2021-12-21 21:18:55
116608;disabled;2021-12-21 23:50:19
250253;disabled;2021-12-22 07:50:05
261097;disabled;2021-12-22 11:18:12
191018;disabled;2021-12-22 11:47:01
210428;disabled;2021-12-22 13:16:17
155344;disabled;2021-12-22 13:39:13
181920;disabled;2021-12-22 15:52:37
38245;disabled;2021-12-22 16:07:52
27541;disabled;2021-12-22 16:22:45
76125;disabled;2021-12-22 17:44:23
201895;disabled;2021-12-22 18:00:37
197614;disabled;2021-12-22 21:15:03
163179;disabled;2021-12-22 22:43:44
261023;disabled;2021-12-23 01:48:26
261965;disabled;2021-12-23 07:30:04
98627;disabled;2021-12-23 12:46:38
12373;disabled;2021-12-23 13:49:49
93234;disabled;2021-12-23 13:50:30
210471;disabled;2021-12-23 14:06:17
261521;disabled;2021-12-23 14:30:46
173937;disabled;2021-12-23 14:41:18
261075;disabled;2021-12-23 15:33:56
212387;disabled;2021-12-23 16:18:33
170129;disabled;2021-12-23 17:33:17
256496;disabled;2021-12-23 18:24:52
261838;disabled;2021-12-23 18:52:28
229676;disabled;2021-12-23 19:51:48
261941;disabled;2021-12-23 19:59:37
261196;disabled;2021-12-23 20:07:55
30304;disabled;2021-12-23 21:26:58
119935;disabled;2021-12-24 07:52:32
249708;disabled;2021-12-24 08:30:10
173856;disabled;2021-12-24 10:04:40
199698;disabled;2021-12-24 10:55:20
263117;disabled;2021-12-24 15:47:44
258012;disabled;2021-12-24 17:20:55
182605;disabled;2021-12-24 21:25:12
231938;disabled;2021-12-24 21:49:13
217087;disabled;2021-12-25 11:42:29
259020;disabled;2021-12-25 14:00:17
238088;disabled;2021-12-25 14:31:03
63982;disabled;2021-12-25 15:13:42
174818;disabled;2021-12-25 16:28:29
227570;disabled;2021-12-25 19:51:36
218536;disabled;2021-12-25 20:32:16
204411;disabled;2021-12-26 00:18:29
212058;disabled;2021-12-26 08:19:39
173368;disabled;2021-12-26 09:07:27
85513;disabled;2021-12-26 09:52:52
115833;disabled;2021-12-26 12:32:45
231212;disabled;2021-12-26 16:56:22
117736;disabled;2021-12-26 17:37:51
186056;disabled;2021-12-26 19:57:59
232701;disabled;2021-12-26 21:58:29
259395;disabled;2021-12-26 22:09:58
254643;disabled;2021-12-26 23:34:08
119337;disabled;2021-12-27 02:18:47
258018;disabled;2021-12-27 07:16:29
263448;disabled;2021-12-27 07:23:09
263434;disabled;2021-12-27 12:46:51
261160;disabled;2021-12-27 14:11:43
255410;disabled;2021-12-27 16:47:35
142233;disabled;2021-12-27 17:03:12
131920;disabled;2021-12-27 17:57:27
146227;disabled;2021-12-27 18:06:18
72602;disabled;2021-12-27 19:20:46
257558;disabled;2021-12-27 21:14:34
26394;disabled;2021-12-28 00:00:53
257601;disabled;2021-12-28 02:19:38
133790;disabled;2021-12-28 04:54:20
211421;disabled;2021-12-28 07:59:01
169802;disabled;2021-12-28 09:40:50
148429;disabled;2021-12-28 11:35:33
262288;disabled;2021-12-28 12:16:09
151917;disabled;2021-12-28 12:53:34
164946;disabled;2021-12-28 14:14:18
262699;disabled;2021-12-28 14:25:08
263679;disabled;2021-12-28 15:00:51
72993;disabled;2021-12-28 22:26:48
165930;disabled;2021-12-29 06:11:41
131693;disabled;2021-12-29 10:23:02
262222;disabled;2021-12-29 12:25:33
261367;disabled;2021-12-29 15:20:48
258830;disabled;2021-12-29 19:43:46
94414;disabled;2021-12-29 21:37:05
204473;disabled;2021-12-30 09:23:41
256340;disabled;2021-12-30 14:46:49
134994;disabled;2021-12-30 15:45:03
87081;disabled;2021-12-30 18:37:40
239197;disabled;2021-12-30 22:38:56
118794;disabled;2021-12-30 22:41:48
263858;disabled;2021-12-31 10:38:55
263449;disabled;2021-12-31 15:29:33
221769;disabled;2021-12-31 20:55:24
192146;disabled;2021-12-31 21:58:33
7526;investing;2021-12-01 15:47:58
216098;investing;2021-12-03 19:18:12
161058;investing;2021-12-05 18:21:47
125508;investing;2021-12-06 19:29:00
154337;investing;2021-12-06 19:57:22
249761;investing;2021-12-06 20:35:40
43080;investing;2021-12-07 00:01:27
13301;investing;2021-12-07 03:02:16
180215;investing;2021-12-07 05:45:18
157804;investing;2021-12-07 06:25:55
37865;investing;2021-12-07 06:48:24
68705;investing;2021-12-07 09:25:20
135214;investing;2021-12-07 09:25:20
82128;investing;2021-12-07 10:34:58
22239;investing;2021-12-07 11:23:24
7410;investing;2021-12-07 11:23:47
1551;investing;2021-12-07 11:24:53
22202;investing;2021-12-07 11:26:12
120197;investing;2021-12-07 12:32:12
155846;investing;2021-12-07 13:46:54
247356;investing;2021-12-07 13:46:59
12372;investing;2021-12-07 14:58:27
165793;investing;2021-12-07 17:30:13
157770;investing;2021-12-07 17:31:35
190522;investing;2021-12-07 18:28:36
252503;investing;2021-12-07 18:42:19
9232;investing;2021-12-07 18:57:08
104354;investing;2021-12-07 19:28:46
29687;investing;2021-12-08 00:11:34
51308;investing;2021-12-08 13:43:33
90339;investing;2021-12-08 18:29:27
156469;investing;2021-12-09 00:29:21
100750;investing;2021-12-09 05:02:18
22436;investing;2021-12-09 14:41:37
167193;investing;2021-12-09 14:52:09
202902;investing;2021-12-09 14:59:45
136348;investing;2021-12-09 15:13:48
45473;investing;2021-12-09 15:16:31
9605;investing;2021-12-09 15:25:45
100555;investing;2021-12-09 15:31:46
49765;investing;2021-12-09 15:50:35
145080;investing;2021-12-09 15:50:42
81985;investing;2021-12-09 15:50:54
27703;investing;2021-12-09 15:51:29
211259;investing;2021-12-09 15:54:42
106924;investing;2021-12-09 15:59:40
161671;investing;2021-12-09 16:52:12
114049;investing;2021-12-09 16:53:16
31249;investing;2021-12-09 17:02:29
132197;investing;2021-12-09 17:14:23
11769;investing;2021-12-09 17:14:37
230327;investing;2021-12-09 17:15:04
11638;investing;2021-12-09 17:15:32
79065;investing;2021-12-09 17:19:40
230330;investing;2021-12-09 17:30:27
3719;investing;2021-12-09 17:31:16
208361;investing;2021-12-09 17:32:56
207158;investing;2021-12-09 17:39:00
2574;investing;2021-12-09 18:01:32
196924;investing;2021-12-09 18:31:12
155408;investing;2021-12-09 18:31:15
15758;investing;2021-12-09 18:32:42
242679;investing;2021-12-09 18:45:35
40049;investing;2021-12-09 18:58:18
43452;investing;2021-12-09 18:59:22
58926;investing;2021-12-09 19:09:15
155831;investing;2021-12-09 19:29:05
127445;investing;2021-12-09 20:00:10
119920;investing;2021-12-09 20:03:48
15248;investing;2021-12-09 22:42:59
87090;investing;2021-12-10 00:38:34
68890;investing;2021-12-10 01:15:51
136660;investing;2021-12-10 01:45:31
139462;investing;2021-12-10 07:23:21
23518;investing;2021-12-10 07:52:31
4244;investing;2021-12-10 07:52:59
144080;investing;2021-12-10 08:30:29
30715;investing;2021-12-10 08:31:20
62682;investing;2021-12-10 08:41:34
98115;investing;2021-12-10 08:57:20
189739;investing;2021-12-10 09:32:39
116282;investing;2021-12-10 13:06:41
24113;investing;2021-12-10 14:24:24
249437;investing;2021-12-10 14:26:03
204531;investing;2021-12-10 15:10:14
114528;investing;2021-12-10 16:01:42
118448;investing;2021-12-10 16:02:33
129221;investing;2021-12-10 16:24:13
206175;investing;2021-12-10 17:01:32
82046;investing;2021-12-10 17:04:09
158910;investing;2021-12-10 17:06:27
242629;investing;2021-12-10 17:10:11
99174;investing;2021-12-10 18:36:48
129247;investing;2021-12-10 18:42:22
215220;investing;2021-12-10 19:33:32
38622;investing;2021-12-10 19:34:29
202780;investing;2021-12-10 19:39:27
34552;investing;2021-12-10 19:47:49
166658;investing;2021-12-10 19:52:25
204353;investing;2021-12-10 20:44:38
133736;investing;2021-12-10 20:48:16
259187;investing;2021-12-10 21:40:42
61146;investing;2021-12-10 21:49:58
25345;investing;2021-12-10 21:56:04
65952;investing;2021-12-10 22:27:51
61611;investing;2021-12-10 23:23:43
188084;investing;2021-12-10 23:58:27
112713;investing;2021-12-11 04:23:20
42942;investing;2021-12-11 05:03:13
20525;investing;2021-12-11 05:50:49
200714;investing;2021-12-11 06:04:11
93855;investing;2021-12-11 06:31:26
176035;investing;2021-12-11 07:32:46
193308;investing;2021-12-11 08:22:45
203464;investing;2021-12-11 08:50:56
57084;investing;2021-12-11 09:28:57
93430;investing;2021-12-11 10:50:03
110139;investing;2021-12-11 11:38:19
40668;investing;2021-12-11 11:38:49
9282;investing;2021-12-11 11:59:12
177918;investing;2021-12-11 12:00:18
136570;investing;2021-12-11 12:03:28
92772;investing;2021-12-11 12:30:28
237603;investing;2021-12-11 12:34:00
71969;investing;2021-12-11 12:54:27
123742;investing;2021-12-11 15:24:35
230264;investing;2021-12-11 17:11:16
151569;investing;2021-12-11 17:23:20
229527;investing;2021-12-11 18:23:57
240010;investing;2021-12-11 19:00:00
61643;investing;2021-12-11 19:00:13
168854;investing;2021-12-11 19:03:37
235433;investing;2021-12-11 23:08:29
204173;investing;2021-12-12 01:38:31
159298;investing;2021-12-12 02:48:43
126564;investing;2021-12-12 02:50:25
121883;investing;2021-12-12 10:28:17
152848;investing;2021-12-12 11:37:40
127713;investing;2021-12-12 14:31:07
115954;investing;2021-12-12 14:42:29
253964;investing;2021-12-12 14:43:23
51900;investing;2021-12-12 16:21:18
241794;investing;2021-12-12 17:10:41
229903;investing;2021-12-12 17:40:13
228728;investing;2021-12-12 18:26:47
168621;investing;2021-12-12 19:07:03
227661;investing;2021-12-12 19:34:31
91475;investing;2021-12-12 19:44:17
130375;investing;2021-12-12 19:57:57
169346;investing;2021-12-12 20:28:40
55418;investing;2021-12-12 21:42:34
249983;investing;2021-12-12 21:55:44
169511;investing;2021-12-12 22:04:21
137645;investing;2021-12-12 23:05:13
195215;investing;2021-12-12 23:52:57
133266;investing;2021-12-13 01:18:24
236995;investing;2021-12-13 02:14:14
169922;investing;2021-12-13 06:00:40
139850;investing;2021-12-13 07:41:14
213621;investing;2021-12-13 09:13:48
92097;investing;2021-12-13 09:15:36
63243;investing;2021-12-13 09:41:45
14502;investing;2021-12-13 09:49:28
68810;investing;2021-12-13 10:22:20
109399;investing;2021-12-13 11:09:17
130354;investing;2021-12-13 11:15:06
203294;investing;2021-12-13 11:26:26
121792;investing;2021-12-13 11:34:44
132332;investing;2021-12-13 12:47:09
69380;investing;2021-12-13 12:47:45
186069;investing;2021-12-13 13:01:42
153890;investing;2021-12-13 14:08:38
152891;investing;2021-12-13 14:13:31
130898;investing;2021-12-13 14:13:34
155177;investing;2021-12-13 14:13:35
49813;investing;2021-12-13 14:25:27
113025;investing;2021-12-13 14:32:30
74882;investing;2021-12-13 14:39:11
136258;investing;2021-12-13 14:41:27
154403;investing;2021-12-13 14:55:52
6850;investing;2021-12-13 14:56:49
148788;investing;2021-12-13 15:00:46
201963;investing;2021-12-13 15:14:31
61652;investing;2021-12-13 15:15:08
134051;investing;2021-12-13 15:16:41
176207;investing;2021-12-13 15:18:39
127115;investing;2021-12-13 15:20:29
76330;investing;2021-12-13 15:25:40
46600;investing;2021-12-13 15:47:11
84422;investing;2021-12-13 15:55:56
50827;investing;2021-12-13 15:56:13
16027;investing;2021-12-13 15:57:07
136183;investing;2021-12-13 15:59:12
220058;investing;2021-12-13 16:16:13
187713;investing;2021-12-13 16:57:11
100026;investing;2021-12-13 17:00:08
181084;investing;2021-12-13 17:11:01
127883;investing;2021-12-13 17:23:12
12369;investing;2021-12-13 17:23:18
173031;investing;2021-12-13 17:23:49
66717;investing;2021-12-13 17:49:24
105409;investing;2021-12-13 17:49:43
49086;investing;2021-12-13 17:53:13
36437;investing;2021-12-13 17:54:09
187469;investing;2021-12-13 17:55:10
149251;investing;2021-12-13 17:56:20
53337;investing;2021-12-13 18:04:41
114651;investing;2021-12-13 18:12:30
55927;investing;2021-12-13 18:16:38
185904;investing;2021-12-13 18:20:27
221696;investing;2021-12-13 18:21:25
173785;investing;2021-12-13 18:22:46
156431;investing;2021-12-13 18:23:58
45101;investing;2021-12-13 18:30:12
22186;investing;2021-12-13 18:33:35
110176;investing;2021-12-13 18:34:33
95277;investing;2021-12-13 18:36:45
73440;investing;2021-12-13 18:38:44
135800;investing;2021-12-13 19:24:59
201143;investing;2021-12-13 19:50:52
114169;investing;2021-12-13 20:05:30
230161;investing;2021-12-13 20:38:24
47244;investing;2021-12-13 20:52:09
178698;investing;2021-12-13 21:34:37
74863;investing;2021-12-13 22:34:50
140270;investing;2021-12-13 22:43:55
245657;investing;2021-12-13 23:16:43
128645;investing;2021-12-14 00:20:26
91599;investing;2021-12-14 00:42:26
34365;investing;2021-12-14 00:51:29
227312;investing;2021-12-14 01:08:58
29640;investing;2021-12-14 01:26:51
4938;investing;2021-12-14 05:17:11
211270;investing;2021-12-14 05:21:16
31795;investing;2021-12-14 05:25:45
126204;investing;2021-12-14 06:01:21
60739;investing;2021-12-14 06:15:33
91844;investing;2021-12-14 06:18:13
181333;investing;2021-12-14 06:19:02
55947;investing;2021-12-14 06:31:50
75152;investing;2021-12-14 07:30:55
206005;investing;2021-12-14 07:32:00
198868;investing;2021-12-14 07:46:00
3618;investing;2021-12-14 08:25:30
41644;investing;2021-12-14 08:27:58
100920;investing;2021-12-14 09:30:22
214585;investing;2021-12-14 09:43:54
59708;investing;2021-12-14 09:55:26
147310;investing;2021-12-14 09:56:26
193809;investing;2021-12-14 10:08:01
206786;investing;2021-12-14 10:08:55
91552;investing;2021-12-14 10:18:03
143224;investing;2021-12-14 10:27:39
159962;investing;2021-12-14 10:35:12
179349;investing;2021-12-14 10:37:27
257643;investing;2021-12-14 10:49:17
180565;investing;2021-12-14 10:58:10
166241;investing;2021-12-14 11:04:49
100038;investing;2021-12-14 11:16:41
111299;investing;2021-12-14 11:30:25
11410;investing;2021-12-14 11:35:28
130190;investing;2021-12-14 11:41:06
203691;investing;2021-12-14 11:52:28
177474;investing;2021-12-14 11:59:14
208282;investing;2021-12-14 12:25:59
46211;investing;2021-12-14 12:30:33
12511;investing;2021-12-14 12:31:07
180807;investing;2021-12-14 12:35:33
101945;investing;2021-12-14 12:42:21
5576;investing;2021-12-14 12:46:40
236016;investing;2021-12-14 12:47:41
79237;investing;2021-12-14 12:56:57
99132;investing;2021-12-14 12:57:51
153377;investing;2021-12-14 13:02:55
25907;investing;2021-12-14 13:08:43
165367;investing;2021-12-14 13:16:51
208292;investing;2021-12-14 13:20:43
180785;investing;2021-12-14 13:42:09
220227;investing;2021-12-14 14:03:55
224170;investing;2021-12-14 14:04:34
64406;investing;2021-12-14 14:07:47
234527;investing;2021-12-14 14:42:09
56164;investing;2021-12-14 14:44:22
177194;investing;2021-12-14 14:49:45
52025;investing;2021-12-14 15:00:52
84867;investing;2021-12-14 15:02:35
152089;investing;2021-12-14 15:07:21
61125;investing;2021-12-14 15:49:54
60056;investing;2021-12-14 15:58:30
171038;investing;2021-12-14 15:59:54
208430;investing;2021-12-14 16:05:23
159613;investing;2021-12-14 16:20:48
165223;investing;2021-12-14 16:38:37
113036;investing;2021-12-14 16:51:55
61483;investing;2021-12-14 16:52:11
251328;investing;2021-12-14 17:10:26
233357;investing;2021-12-14 17:35:03
26830;investing;2021-12-14 17:41:45
51220;investing;2021-12-14 17:52:23
148240;investing;2021-12-14 18:10:06
84956;investing;2021-12-14 18:17:10
149181;investing;2021-12-14 18:24:44
147725;investing;2021-12-14 19:06:45
167196;investing;2021-12-14 19:08:50
108399;investing;2021-12-14 19:13:22
250991;investing;2021-12-14 19:15:58
36009;investing;2021-12-14 19:17:53
160460;investing;2021-12-14 19:27:45
86023;investing;2021-12-14 19:35:04
63347;investing;2021-12-14 19:46:12
46294;investing;2021-12-14 20:36:53
160434;investing;2021-12-14 20:42:25
156672;investing;2021-12-14 20:48:30
164717;investing;2021-12-14 20:49:27
78313;investing;2021-12-14 20:57:15
100036;investing;2021-12-14 21:23:47
108537;investing;2021-12-14 21:38:01
59217;investing;2021-12-14 21:42:13
141369;investing;2021-12-14 21:47:36
147187;investing;2021-12-14 22:10:08
123489;investing;2021-12-14 22:13:01
113921;investing;2021-12-14 22:21:35
184957;investing;2021-12-14 22:30:16
131498;investing;2021-12-14 22:39:35
132385;investing;2021-12-14 22:42:03
75266;investing;2021-12-14 22:43:27
214346;investing;2021-12-14 22:53:40
162823;investing;2021-12-14 23:25:02
159555;investing;2021-12-14 23:52:10
192198;investing;2021-12-15 00:53:40
164239;investing;2021-12-15 02:19:19
95936;investing;2021-12-15 05:31:35
30652;investing;2021-12-15 05:38:23
35366;investing;2021-12-15 05:43:36
124336;investing;2021-12-15 05:57:56
81364;investing;2021-12-15 06:45:58
177318;investing;2021-12-15 06:53:08
197193;investing;2021-12-15 06:58:54
92771;investing;2021-12-15 07:40:32
144227;investing;2021-12-15 07:42:51
252096;investing;2021-12-15 07:42:59
239663;investing;2021-12-15 07:52:44
121730;investing;2021-12-15 08:10:22
171512;investing;2021-12-15 08:11:05
223045;investing;2021-12-15 08:18:23
152231;investing;2021-12-15 08:40:07
61836;investing;2021-12-15 08:55:51
44376;investing;2021-12-15 09:18:37
104442;investing;2021-12-15 09:23:29
240244;investing;2021-12-15 09:23:51
92558;investing;2021-12-15 09:23:52
212934;investing;2021-12-15 09:24:40
16733;investing;2021-12-15 09:42:33
97767;investing;2021-12-15 10:25:01
254354;investing;2021-12-15 10:25:27
75252;investing;2021-12-15 10:27:47
84006;investing;2021-12-15 10:29:21
19550;investing;2021-12-15 10:36:17
181581;investing;2021-12-15 10:40:34
112536;investing;2021-12-15 11:01:01
200781;investing;2021-12-15 11:04:15
93283;investing;2021-12-15 11:11:58
175900;investing;2021-12-15 11:15:18
108587;investing;2021-12-15 11:16:15
155458;investing;2021-12-15 11:26:25
74562;investing;2021-12-15 11:33:58
185048;investing;2021-12-15 11:35:59
122550;investing;2021-12-15 11:43:42
77952;investing;2021-12-15 11:43:54
132026;investing;2021-12-15 11:45:45
243433;investing;2021-12-15 11:49:55
30924;investing;2021-12-15 11:51:34
59243;investing;2021-12-15 12:10:55
171807;investing;2021-12-15 12:14:27
112920;investing;2021-12-15 12:14:34
200487;investing;2021-12-15 12:15:19
209595;investing;2021-12-15 12:16:47
160702;investing;2021-12-15 12:19:59
40914;investing;2021-12-15 12:20:05
92907;investing;2021-12-15 12:21:01
7505;investing;2021-12-15 12:25:10
136702;investing;2021-12-15 12:34:49
170803;investing;2021-12-15 12:40:32
237363;investing;2021-12-15 12:43:28
174506;investing;2021-12-15 12:44:29
227320;investing;2021-12-15 12:45:05
175637;investing;2021-12-15 12:47:15
105832;investing;2021-12-15 12:47:24
256777;investing;2021-12-15 12:50:00
25150;investing;2021-12-15 12:50:59
187931;investing;2021-12-15 12:52:09
25565;investing;2021-12-15 12:53:24
59162;investing;2021-12-15 13:03:51
205861;investing;2021-12-15 13:21:42
184575;investing;2021-12-15 13:31:05
100497;investing;2021-12-15 14:18:38
165487;investing;2021-12-15 14:18:55
80167;investing;2021-12-15 14:33:15
199102;investing;2021-12-15 14:34:23
208905;investing;2021-12-15 14:40:18
48660;investing;2021-12-15 14:55:21
60442;investing;2021-12-15 14:56:40
111788;investing;2021-12-15 14:56:48
152259;investing;2021-12-15 15:01:07
25922;investing;2021-12-15 15:03:29
209849;investing;2021-12-15 15:05:33
20195;investing;2021-12-15 15:06:45
129805;investing;2021-12-15 15:07:04
150856;investing;2021-12-15 15:08:14
109582;investing;2021-12-15 15:10:02
58442;investing;2021-12-15 15:17:18
169173;investing;2021-12-15 15:22:16
174648;investing;2021-12-15 15:22:33
116989;investing;2021-12-15 15:24:02
93104;investing;2021-12-15 15:26:24
177106;investing;2021-12-15 15:27:24
96707;investing;2021-12-15 15:29:21
141385;investing;2021-12-15 15:29:41
27285;investing;2021-12-15 16:20:48
147402;investing;2021-12-15 16:26:51
132176;investing;2021-12-15 16:29:47
60478;investing;2021-12-15 16:37:49
84264;investing;2021-12-15 16:38:18
169523;investing;2021-12-15 16:41:30
181109;investing;2021-12-15 16:55:12
205589;investing;2021-12-15 16:56:53
229289;investing;2021-12-15 16:58:05
119516;investing;2021-12-15 16:59:18
78340;investing;2021-12-15 17:15:28
204210;investing;2021-12-15 17:17:17
68367;investing;2021-12-15 17:18:23
235344;investing;2021-12-15 17:21:03
255697;investing;2021-12-15 17:24:17
224623;investing;2021-12-15 17:29:53
221311;investing;2021-12-15 17:38:22
8410;investing;2021-12-15 17:49:30
204139;investing;2021-12-15 17:53:01
175712;investing;2021-12-15 17:57:08
212336;investing;2021-12-15 18:00:05
40066;investing;2021-12-15 18:00:22
80132;investing;2021-12-15 18:13:53
120048;investing;2021-12-15 18:15:00
119531;investing;2021-12-15 18:18:18
123858;investing;2021-12-15 18:25:55
229407;investing;2021-12-15 18:26:38
93679;investing;2021-12-15 18:34:39
23839;investing;2021-12-15 18:36:45
178155;investing;2021-12-15 18:37:51
119689;investing;2021-12-15 18:38:42
197995;investing;2021-12-15 18:43:33
150312;investing;2021-12-15 18:50:40
243768;investing;2021-12-15 18:53:17
153436;investing;2021-12-15 18:54:02
238981;investing;2021-12-15 18:54:10
98584;investing;2021-12-15 18:54:17
19021;investing;2021-12-15 18:54:36
130203;investing;2021-12-15 19:05:02
157050;investing;2021-12-15 19:08:10
134134;investing;2021-12-15 19:11:25
147042;investing;2021-12-15 19:24:10
102217;investing;2021-12-15 19:25:40
55616;investing;2021-12-15 19:26:42
109536;investing;2021-12-15 19:51:44
102041;investing;2021-12-15 19:54:46
30530;investing;2021-12-15 19:57:56
30892;investing;2021-12-15 20:05:01
11949;investing;2021-12-15 20:19:13
2323;investing;2021-12-15 20:19:30
177036;investing;2021-12-15 20:32:41
137732;investing;2021-12-15 20:36:02
224517;investing;2021-12-15 20:49:08
253266;investing;2021-12-15 20:52:09
197577;investing;2021-12-15 21:00:23
222371;investing;2021-12-15 21:01:34
157636;investing;2021-12-15 21:02:29
210333;investing;2021-12-15 21:04:08
595;investing;2021-12-15 21:23:58
119058;investing;2021-12-15 21:48:37
237130;investing;2021-12-15 22:04:22
18558;investing;2021-12-15 22:05:40
154223;investing;2021-12-15 22:13:32
108793;investing;2021-12-15 22:14:42
35278;investing;2021-12-15 22:32:11
260914;investing;2021-12-15 22:42:52
250162;investing;2021-12-15 22:54:23
213518;investing;2021-12-15 23:27:55
223632;investing;2021-12-15 23:52:10
60536;investing;2021-12-15 23:57:17
11171;investing;2021-12-16 00:47:19
900;investing;2021-12-16 00:57:17
134714;investing;2021-12-16 01:21:22
144117;investing;2021-12-16 02:11:19
105295;investing;2021-12-16 03:27:48
102786;investing;2021-12-16 03:45:12
250745;investing;2021-12-16 03:50:50
151235;investing;2021-12-16 04:26:05
154752;investing;2021-12-16 05:36:06
129392;investing;2021-12-16 06:05:26
155876;investing;2021-12-16 06:08:40
139168;investing;2021-12-16 06:11:21
194417;investing;2021-12-16 06:14:46
8488;investing;2021-12-16 07:10:07
3638;investing;2021-12-16 07:22:00
32522;investing;2021-12-16 07:41:54
226675;investing;2021-12-16 07:49:40
41825;investing;2021-12-16 07:50:18
1506;investing;2021-12-16 07:51:09
136259;investing;2021-12-16 08:07:51
219958;investing;2021-12-16 08:10:07
25055;investing;2021-12-16 08:32:28
59200;investing;2021-12-16 08:46:44
190837;investing;2021-12-16 08:58:04
241712;investing;2021-12-16 09:11:27
89023;investing;2021-12-16 09:13:25
207509;investing;2021-12-16 09:28:23
145140;investing;2021-12-16 09:31:46
217594;investing;2021-12-16 09:36:04
21383;investing;2021-12-16 09:40:19
190431;investing;2021-12-16 09:48:31
